scholarship_id,scholarship_name,provider,category,education_level,min_marks_required,income_limit,scholarship_amount,state,deadline,application_mode
2901,Infosys Scholars Program 2901,Infosys Foundation,Merit,Postgraduate,82,300000,75000,Tamil Nadu,2026-06-29,Online
2902,Infosys Scholars Program 2902,Infosys Foundation,Merit + Need,Undergraduate,54,250000,75000,Karnataka,2026-05-22,Online
2903,Reliance Scholars Program 2903,Reliance Foundation,Need-Based,Undergraduate,77,500000,200000,Gujarat,2026-07-02,Online/Offline
2904,LIC Scholars Program 2904,LIC India,Category-Based,School,88,250000,10000,Delhi,2026-11-11,Online
2905,ONGC Scholars Program 2905,ONGC Foundation,Need-Based,PhD,75,200000,200000,Karnataka,2026-11-08,Online
2906,Tata Scholars Program 2906,Tata Capital,Merit,PhD,58,200000,50000,Tamil Nadu,2026-08-22,Online
2907,Reliance Scholars Program 2907,Reliance Foundation,Merit + Need,School,60,250000,150000,Karnataka,2026-10-17,Online/Offline
2908,LIC Scholars Program 2908,LIC India,Category-Based,Undergraduate,80,800000,200000,Delhi,2026-10-04,Online/Offline
2909,Infosys Scholars Program 2909,Infosys Foundation,Merit + Need,School,84,800000,200000,Madhya Pradesh,2026-06-21,Online
2910,ONGC Scholars Program 2910,ONGC Foundation,Need-Based,School,74,250000,25000,Madhya Pradesh,2026-09-05,Online/Offline
2911,Tata Scholars Program 2911,Tata Capital,Need-Based,Postgraduate,84,500000,75000,Tamil Nadu,2026-07-04,Online
2912,Tata Scholars Program 2912,Tata Capital,Need-Based,School,75,300000,150000,Uttar Pradesh,2026-10-31,Online/Offline
2913,Reliance Scholars Program 2913,Reliance Foundation,Need-Based,Postgraduate,86,800000,200000,Rajasthan,2026-05-02,Online
2914,LIC Scholars Program 2914,LIC India,Merit,Undergraduate,81,300000,50000,Madhya Pradesh,2026-12-09,Online
2915,Ministry Scholars Program 2915,Ministry of Education,Merit + Need,School,61,500000,150000,Rajasthan,2026-07-10,Online
2916,HDFC Scholars Program 2916,HDFC Bank,Need-Based,PhD,66,800000,25000,Gujarat,2026-12-25,Online
2917,Ministry Scholars Program 2917,Ministry of Education,Merit + Need,Postgraduate,56,300000,150000,Uttar Pradesh,2026-06-09,Online
2918,Ministry Scholars Program 2918,Ministry of Education,Merit,PhD,86,300000,50000,Maharashtra,2026-10-03,Online/Offline
2919,Sitaram Scholars Program 2919,Sitaram Jindal Foundation,Category-Based,Undergraduate,68,200000,25000,Maharashtra,2026-11-19,Online
2920,HDFC Scholars Program 2920,HDFC Bank,Merit + Need,School,80,500000,75000,Delhi,2026-12-11,Online
2921,ONGC Scholars Program 2921,ONGC Foundation,Merit,Undergraduate,77,300000,75000,Tamil Nadu,2026-08-16,Online
2922,Sitaram Scholars Program 2922,Sitaram Jindal Foundation,Category-Based,School,74,500000,150000,Karnataka,2026-06-17,Online
2923,Aditya Scholars Program 2923,Aditya Birla Group,Category-Based,Postgraduate,64,200000,150000,Gujarat,2026-11-10,Online
2924,Ministry Scholars Program 2924,Ministry of Education,Category-Based,PhD,52,300000,100000,Karnataka,2026-10-23,Online
2925,Aditya Scholars Program 2925,Aditya Birla Group,Merit,Undergraduate,52,500000,10000,Tamil Nadu,2026-08-25,Online/Offline
2926,Sitaram Scholars Program 2926,Sitaram Jindal Foundation,Merit + Need,PhD,80,300000,10000,Karnataka,2026-10-10,Online/Offline
2927,Ministry Scholars Program 2927,Ministry of Education,Category-Based,PhD,50,250000,50000,Rajasthan,2026-11-08,Online/Offline
2928,Reliance Scholars Program 2928,Reliance Foundation,Merit,Undergraduate,50,300000,75000,Uttar Pradesh,2026-06-06,Online/Offline
2929,Sitaram Scholars Program 2929,Sitaram Jindal Foundation,Need-Based,Postgraduate,90,250000,25000,Tamil Nadu,2026-09-15,Online
2930,ONGC Scholars Program 2930,ONGC Foundation,Merit + Need,PhD,72,500000,150000,Tamil Nadu,2026-09-28,Online
2931,Bharti Scholars Program 2931,Bharti Foundation,Merit,Postgraduate,75,500000,200000,Gujarat,2026-09-12,Online
2932,LIC Scholars Program 2932,LIC India,Merit,Undergraduate,79,800000,50000,Madhya Pradesh,2026-12-05,Online/Offline
2933,ONGC Scholars Program 2933,ONGC Foundation,Merit,Undergraduate,73,200000,75000,Madhya Pradesh,2026-08-20,Online
2934,HDFC Scholars Program 2934,HDFC Bank,Need-Based,Postgraduate,74,250000,50000,Madhya Pradesh,2026-08-30,Online
2935,ONGC Scholars Program 2935,ONGC Foundation,Category-Based,Undergraduate,63,800000,75000,Gujarat,2026-08-19,Online/Offline
2936,Bharti Scholars Program 2936,Bharti Foundation,Merit + Need,Postgraduate,84,500000,50000,Tamil Nadu,2026-12-05,Online/Offline
2937,Infosys Scholars Program 2937,Infosys Foundation,Need-Based,School,83,200000,75000,Rajasthan,2026-07-25,Online
2938,LIC Scholars Program 2938,LIC India,Merit,School,52,800000,100000,Tamil Nadu,2026-08-12,Online
2939,Ministry Scholars Program 2939,Ministry of Education,Merit,PhD,84,200000,75000,Karnataka,2026-10-30,Online/Offline
2940,Infosys Scholars Program 2940,Infosys Foundation,Category-Based,Postgraduate,70,300000,25000,Maharashtra,2026-07-07,Online
2941,Ministry Scholars Program 2941,Ministry of Education,Merit + Need,Undergraduate,82,500000,100000,Uttar Pradesh,2026-09-10,Online/Offline
2942,Aditya Scholars Program 2942,Aditya Birla Group,Category-Based,School,88,500000,75000,Gujarat,2026-05-15,Online
2943,HDFC Scholars Program 2943,HDFC Bank,Merit,School,74,500000,100000,Rajasthan,2026-11-06,Online
2944,Sitaram Scholars Program 2944,Sitaram Jindal Foundation,Need-Based,Postgraduate,53,200000,10000,Uttar Pradesh,2026-06-21,Online/Offline
2945,HDFC Scholars Program 2945,HDFC Bank,Merit + Need,Undergraduate,53,200000,25000,Gujarat,2026-06-08,Online/Offline
2946,Reliance Scholars Program 2946,Reliance Foundation,Merit,Undergraduate,83,500000,200000,Karnataka,2026-10-29,Online/Offline
2947,ONGC Scholars Program 2947,ONGC Foundation,Merit,School,67,500000,50000,Rajasthan,2026-09-18,Online
2948,Tata Scholars Program 2948,Tata Capital,Need-Based,PhD,79,300000,100000,Uttar Pradesh,2026-07-02,Online
2949,Bharti Scholars Program 2949,Bharti Foundation,Category-Based,Postgraduate,70,250000,10000,Tamil Nadu,2026-07-31,Online
2950,Aditya Scholars Program 2950,Aditya Birla Group,Merit + Need,School,84,800000,200000,Tamil Nadu,2026-11-25,Online/Offline
2951,LIC Scholars Program 2951,LIC India,Merit + Need,Undergraduate,52,200000,50000,Karnataka,2026-06-27,Online
2952,Sitaram Scholars Program 2952,Sitaram Jindal Foundation,Category-Based,Postgraduate,82,500000,150000,Madhya Pradesh,2026-06-20,Online/Offline
2953,LIC Scholars Program 2953,LIC India,Need-Based,Undergraduate,79,250000,25000,Gujarat,2026-08-17,Online
2954,HDFC Scholars Program 2954,HDFC Bank,Merit + Need,Undergraduate,80,300000,100000,Uttar Pradesh,2026-05-23,Online/Offline
2955,HDFC Scholars Program 2955,HDFC Bank,Merit,Postgraduate,59,500000,150000,Uttar Pradesh,2026-08-20,Online/Offline
2956,Infosys Scholars Program 2956,Infosys Foundation,Category-Based,Postgraduate,82,300000,25000,Maharashtra,2026-09-04,Online/Offline
2957,Reliance Scholars Program 2957,Reliance Foundation,Need-Based,PhD,56,250000,100000,Uttar Pradesh,2026-08-23,Online
2958,LIC Scholars Program 2958,LIC India,Merit,Postgraduate,64,250000,75000,Uttar Pradesh,2026-11-24,Online/Offline
2959,HDFC Scholars Program 2959,HDFC Bank,Category-Based,Postgraduate,81,800000,150000,Tamil Nadu,2026-12-09,Online
2960,Ministry Scholars Program 2960,Ministry of Education,Category-Based,Undergraduate,86,200000,25000,Uttar Pradesh,2026-11-02,Online/Offline
2961,Tata Scholars Program 2961,Tata Capital,Merit,PhD,61,250000,150000,Tamil Nadu,2026-11-24,Online
2962,Reliance Scholars Program 2962,Reliance Foundation,Category-Based,Postgraduate,84,200000,10000,Madhya Pradesh,2026-05-31,Online/Offline
2963,Infosys Scholars Program 2963,Infosys Foundation,Merit + Need,PhD,90,800000,150000,Maharashtra,2026-08-19,Online
2964,ONGC Scholars Program 2964,ONGC Foundation,Merit + Need,Postgraduate,66,200000,200000,Uttar Pradesh,2026-06-11,Online
2965,Infosys Scholars Program 2965,Infosys Foundation,Need-Based,School,76,300000,10000,Rajasthan,2026-09-07,Online
2966,Tata Scholars Program 2966,Tata Capital,Merit,Postgraduate,83,300000,25000,Karnataka,2026-10-08,Online/Offline
2967,Reliance Scholars Program 2967,Reliance Foundation,Need-Based,PhD,53,800000,25000,Gujarat,2026-06-03,Online
2968,Infosys Scholars Program 2968,Infosys Foundation,Merit + Need,Postgraduate,76,300000,75000,Gujarat,2026-07-28,Online/Offline
2969,Reliance Scholars Program 2969,Reliance Foundation,Category-Based,Postgraduate,59,250000,100000,Maharashtra,2026-05-31,Online
2970,Sitaram Scholars Program 2970,Sitaram Jindal Foundation,Merit + Need,PhD,58,500000,100000,Maharashtra,2026-11-25,Online
2971,LIC Scholars Program 2971,LIC India,Merit,Postgraduate,61,500000,150000,Gujarat,2026-08-17,Online/Offline
2972,Reliance Scholars Program 2972,Reliance Foundation,Merit + Need,Undergraduate,89,300000,75000,Uttar Pradesh,2026-08-19,Online/Offline
2973,Bharti Scholars Program 2973,Bharti Foundation,Category-Based,PhD,63,800000,100000,Karnataka,2026-10-29,Online/Offline
2974,LIC Scholars Program 2974,LIC India,Need-Based,PhD,81,200000,50000,Gujarat,2026-09-10,Online
2975,Sitaram Scholars Program 2975,Sitaram Jindal Foundation,Merit + Need,PhD,82,300000,25000,Rajasthan,2026-12-23,Online
2976,Reliance Scholars Program 2976,Reliance Foundation,Merit + Need,PhD,61,500000,200000,Tamil Nadu,2026-09-19,Online/Offline
2977,Aditya Scholars Program 2977,Aditya Birla Group,Need-Based,Undergraduate,68,300000,150000,Karnataka,2026-05-21,Online/Offline
2978,LIC Scholars Program 2978,LIC India,Category-Based,Postgraduate,62,300000,150000,Karnataka,2026-06-09,Online
2979,Reliance Scholars Program 2979,Reliance Foundation,Need-Based,School,63,200000,50000,Uttar Pradesh,2026-08-29,Online/Offline
2980,HDFC Scholars Program 2980,HDFC Bank,Merit + Need,Undergraduate,61,200000,25000,Delhi,2026-10-01,Online/Offline
2981,Tata Scholars Program 2981,Tata Capital,Merit,PhD,81,300000,200000,Gujarat,2026-07-21,Online/Offline
2982,LIC Scholars Program 2982,LIC India,Merit + Need,Undergraduate,89,200000,150000,Rajasthan,2026-11-21,Online
2983,Bharti Scholars Program 2983,Bharti Foundation,Need-Based,PhD,76,500000,100000,Maharashtra,2026-05-20,Online
2984,Bharti Scholars Program 2984,Bharti Foundation,Category-Based,School,69,200000,150000,Maharashtra,2026-11-05,Online/Offline
2985,Reliance Scholars Program 2985,Reliance Foundation,Need-Based,Undergraduate,51,800000,150000,Maharashtra,2026-05-02,Online/Offline
2986,Aditya Scholars Program 2986,Aditya Birla Group,Merit,Undergraduate,58,200000,50000,Delhi,2026-10-09,Online
2987,Tata Scholars Program 2987,Tata Capital,Category-Based,Postgraduate,67,200000,100000,Delhi,2026-09-26,Online/Offline
2988,Infosys Scholars Program 2988,Infosys Foundation,Merit + Need,School,52,250000,50000,Tamil Nadu,2026-05-07,Online/Offline
2989,Infosys Scholars Program 2989,Infosys Foundation,Merit + Need,PhD,50,500000,75000,Madhya Pradesh,2026-10-04,Online/Offline
2990,Aditya Scholars Program 2990,Aditya Birla Group,Need-Based,Postgraduate,52,300000,25000,Rajasthan,2026-06-28,Online/Offline
2991,Reliance Scholars Program 2991,Reliance Foundation,Merit + Need,Undergraduate,66,250000,25000,Delhi,2026-05-04,Online
2992,Sitaram Scholars Program 2992,Sitaram Jindal Foundation,Merit + Need,Undergraduate,82,800000,10000,Rajasthan,2026-12-13,Online/Offline
2993,Ministry Scholars Program 2993,Ministry of Education,Merit,School,50,200000,100000,Gujarat,2026-05-25,Online/Offline
2994,Sitaram Scholars Program 2994,Sitaram Jindal Foundation,Merit,Postgraduate,81,500000,50000,Delhi,2026-07-20,Online
2995,Ministry Scholars Program 2995,Ministry of Education,Merit + Need,PhD,63,500000,75000,Delhi,2026-10-05,Online/Offline
2996,ONGC Scholars Program 2996,ONGC Foundation,Category-Based,Postgraduate,68,800000,25000,Maharashtra,2026-06-19,Online
2997,ONGC Scholars Program 2997,ONGC Foundation,Category-Based,Undergraduate,65,500000,200000,Delhi,2026-12-25,Online/Offline
2998,Aditya Scholars Program 2998,Aditya Birla Group,Category-Based,Undergraduate,69,250000,75000,Gujarat,2026-09-04,Online/Offline
2999,Ministry Scholars Program 2999,Ministry of Education,Merit,PhD,52,200000,25000,Tamil Nadu,2026-07-05,Online/Offline
3000,Aditya Scholars Program 3000,Aditya Birla Group,Category-Based,PhD,84,500000,150000,Tamil Nadu,2026-11-20,Online
3001,Aditya Scholars Program 3001,Aditya Birla Group,Merit,PhD,64,200000,50000,Tamil Nadu,2026-07-17,Online/Offline
3002,Infosys Scholars Program 3002,Infosys Foundation,Need-Based,School,71,200000,10000,Karnataka,2026-11-19,Online/Offline
3003,Aditya Scholars Program 3003,Aditya Birla Group,Category-Based,Postgraduate,66,200000,75000,Rajasthan,2026-06-29,Online
3004,Ministry Scholars Program 3004,Ministry of Education,Need-Based,Postgraduate,73,250000,50000,Rajasthan,2026-10-26,Online/Offline
3005,Sitaram Scholars Program 3005,Sitaram Jindal Foundation,Merit,School,70,300000,10000,Uttar Pradesh,2026-07-25,Online
3006,ONGC Scholars Program 3006,ONGC Foundation,Merit,School,50,250000,50000,Rajasthan,2026-07-09,Online/Offline
3007,Ministry Scholars Program 3007,Ministry of Education,Need-Based,Undergraduate,76,300000,50000,Rajasthan,2026-07-17,Online/Offline
3008,Infosys Scholars Program 3008,Infosys Foundation,Merit,PhD,75,200000,10000,Rajasthan,2026-05-13,Online/Offline
3009,LIC Scholars Program 3009,LIC India,Merit + Need,Undergraduate,68,500000,10000,Rajasthan,2026-12-31,Online/Offline
3010,ONGC Scholars Program 3010,ONGC Foundation,Merit,Postgraduate,66,300000,200000,Gujarat,2026-11-01,Online
3011,Bharti Scholars Program 3011,Bharti Foundation,Category-Based,PhD,58,200000,200000,Tamil Nadu,2026-07-14,Online/Offline
3012,Tata Scholars Program 3012,Tata Capital,Merit + Need,Undergraduate,74,250000,200000,Gujarat,2026-06-22,Online/Offline
3013,Reliance Scholars Program 3013,Reliance Foundation,Merit + Need,Postgraduate,66,250000,200000,Uttar Pradesh,2026-09-04,Online
3014,Ministry Scholars Program 3014,Ministry of Education,Category-Based,Postgraduate,54,200000,75000,Tamil Nadu,2026-11-05,Online/Offline
3015,Infosys Scholars Program 3015,Infosys Foundation,Category-Based,School,78,200000,75000,Uttar Pradesh,2026-11-05,Online/Offline
3016,Bharti Scholars Program 3016,Bharti Foundation,Category-Based,Postgraduate,53,500000,100000,Madhya Pradesh,2026-05-02,Online/Offline
3017,Reliance Scholars Program 3017,Reliance Foundation,Merit,PhD,56,250000,50000,Gujarat,2026-06-25,Online
3018,Sitaram Scholars Program 3018,Sitaram Jindal Foundation,Merit + Need,School,59,300000,100000,Rajasthan,2026-06-17,Online
3019,Bharti Scholars Program 3019,Bharti Foundation,Need-Based,Postgraduate,74,200000,25000,Uttar Pradesh,2026-07-03,Online/Offline
3020,HDFC Scholars Program 3020,HDFC Bank,Need-Based,School,76,250000,25000,Gujarat,2026-09-21,Online
3021,Aditya Scholars Program 3021,Aditya Birla Group,Merit + Need,PhD,56,500000,200000,Madhya Pradesh,2026-11-12,Online
3022,HDFC Scholars Program 3022,HDFC Bank,Category-Based,School,56,200000,100000,Rajasthan,2026-06-11,Online
3023,Ministry Scholars Program 3023,Ministry of Education,Category-Based,Undergraduate,82,250000,100000,Gujarat,2026-09-11,Online
3024,Tata Scholars Program 3024,Tata Capital,Need-Based,PhD,83,500000,10000,Gujarat,2026-12-31,Online/Offline
3025,Tata Scholars Program 3025,Tata Capital,Merit + Need,Undergraduate,87,250000,75000,Maharashtra,2026-12-20,Online/Offline
3026,Tata Scholars Program 3026,Tata Capital,Merit,School,72,500000,25000,Karnataka,2026-07-14,Online
3027,Reliance Scholars Program 3027,Reliance Foundation,Category-Based,Postgraduate,75,800000,10000,Uttar Pradesh,2026-08-22,Online
3028,Ministry Scholars Program 3028,Ministry of Education,Need-Based,Undergraduate,74,500000,200000,Uttar Pradesh,2026-06-22,Online/Offline
3029,Tata Scholars Program 3029,Tata Capital,Need-Based,Postgraduate,59,250000,75000,Uttar Pradesh,2026-11-12,Online/Offline
3030,Aditya Scholars Program 3030,Aditya Birla Group,Category-Based,Undergraduate,83,800000,200000,Karnataka,2026-08-06,Online
3031,Sitaram Scholars Program 3031,Sitaram Jindal Foundation,Merit + Need,Undergraduate,52,300000,75000,Tamil Nadu,2026-12-23,Online
3032,Ministry Scholars Program 3032,Ministry of Education,Merit,PhD,58,250000,10000,Uttar Pradesh,2026-09-09,Online
3033,Ministry Scholars Program 3033,Ministry of Education,Merit + Need,Undergraduate,53,300000,100000,Madhya Pradesh,2026-05-30,Online
3034,HDFC Scholars Program 3034,HDFC Bank,Merit,PhD,70,300000,25000,Gujarat,2026-10-02,Online
3035,Aditya Scholars Program 3035,Aditya Birla Group,Merit + Need,School,59,200000,100000,Delhi,2026-08-29,Online/Offline
3036,HDFC Scholars Program 3036,HDFC Bank,Need-Based,PhD,70,300000,50000,Rajasthan,2026-10-30,Online/Offline
3037,Bharti Scholars Program 3037,Bharti Foundation,Merit + Need,Undergraduate,74,300000,75000,Maharashtra,2026-06-08,Online/Offline
3038,Aditya Scholars Program 3038,Aditya Birla Group,Category-Based,School,89,250000,150000,Delhi,2026-07-30,Online/Offline
3039,Infosys Scholars Program 3039,Infosys Foundation,Need-Based,PhD,50,200000,50000,Gujarat,2026-11-03,Online/Offline
3040,LIC Scholars Program 3040,LIC India,Merit + Need,School,53,300000,50000,Gujarat,2026-06-12,Online/Offline
3041,Aditya Scholars Program 3041,Aditya Birla Group,Merit,Undergraduate,78,250000,25000,Uttar Pradesh,2026-07-15,Online
3042,Aditya Scholars Program 3042,Aditya Birla Group,Merit,School,55,250000,100000,Gujarat,2026-12-08,Online/Offline
3043,Tata Scholars Program 3043,Tata Capital,Merit,PhD,70,500000,75000,Tamil Nadu,2026-05-16,Online/Offline
3044,Infosys Scholars Program 3044,Infosys Foundation,Merit,Postgraduate,79,300000,25000,Delhi,2026-07-09,Online/Offline
3045,LIC Scholars Program 3045,LIC India,Merit,Undergraduate,80,250000,75000,Delhi,2026-12-07,Online
3046,Infosys Scholars Program 3046,Infosys Foundation,Merit,Undergraduate,79,300000,75000,Maharashtra,2026-09-27,Online
3047,Sitaram Scholars Program 3047,Sitaram Jindal Foundation,Merit,Postgraduate,52,200000,150000,Madhya Pradesh,2026-10-30,Online
3048,Reliance Scholars Program 3048,Reliance Foundation,Need-Based,School,54,300000,75000,Karnataka,2026-11-25,Online
3049,Bharti Scholars Program 3049,Bharti Foundation,Need-Based,Postgraduate,67,250000,10000,Karnataka,2026-11-23,Online/Offline
3050,Ministry Scholars Program 3050,Ministry of Education,Merit,School,66,500000,75000,Rajasthan,2026-10-12,Online/Offline
3051,Tata Scholars Program 3051,Tata Capital,Merit,PhD,70,500000,75000,Rajasthan,2026-07-06,Online/Offline
3052,Ministry Scholars Program 3052,Ministry of Education,Category-Based,Undergraduate,77,250000,50000,Madhya Pradesh,2026-11-17,Online
3053,Aditya Scholars Program 3053,Aditya Birla Group,Category-Based,Undergraduate,80,800000,150000,Gujarat,2026-10-12,Online/Offline
3054,Infosys Scholars Program 3054,Infosys Foundation,Merit + Need,PhD,83,800000,10000,Gujarat,2026-06-20,Online
3055,LIC Scholars Program 3055,LIC India,Merit,Postgraduate,71,300000,10000,Rajasthan,2026-11-12,Online/Offline
3056,Sitaram Scholars Program 3056,Sitaram Jindal Foundation,Merit + Need,School,89,200000,10000,Rajasthan,2026-09-17,Online/Offline
3057,HDFC Scholars Program 3057,HDFC Bank,Need-Based,Postgraduate,56,300000,150000,Rajasthan,2026-05-13,Online/Offline
3058,Aditya Scholars Program 3058,Aditya Birla Group,Merit,PhD,69,300000,150000,Uttar Pradesh,2026-06-02,Online/Offline
3059,Ministry Scholars Program 3059,Ministry of Education,Merit + Need,Postgraduate,87,800000,50000,Madhya Pradesh,2026-12-16,Online
3060,Ministry Scholars Program 3060,Ministry of Education,Category-Based,PhD,52,250000,10000,Rajasthan,2026-08-26,Online/Offline
3061,Ministry Scholars Program 3061,Ministry of Education,Merit,Postgraduate,59,500000,150000,Uttar Pradesh,2026-06-10,Online/Offline
3062,HDFC Scholars Program 3062,HDFC Bank,Category-Based,Postgraduate,77,250000,50000,Delhi,2026-11-04,Online/Offline
3063,Tata Scholars Program 3063,Tata Capital,Need-Based,Undergraduate,77,800000,75000,Gujarat,2026-08-03,Online
3064,Sitaram Scholars Program 3064,Sitaram Jindal Foundation,Category-Based,PhD,84,250000,10000,Rajasthan,2026-12-20,Online
3065,Aditya Scholars Program 3065,Aditya Birla Group,Need-Based,PhD,81,800000,100000,Gujarat,2026-12-05,Online/Offline
3066,Infosys Scholars Program 3066,Infosys Foundation,Category-Based,Undergraduate,80,800000,100000,Tamil Nadu,2026-08-21,Online
3067,Sitaram Scholars Program 3067,Sitaram Jindal Foundation,Merit,School,56,250000,150000,Maharashtra,2026-05-08,Online/Offline
3068,Tata Scholars Program 3068,Tata Capital,Merit + Need,School,70,800000,100000,Maharashtra,2026-11-21,Online
3069,HDFC Scholars Program 3069,HDFC Bank,Category-Based,School,75,800000,150000,Uttar Pradesh,2026-12-10,Online/Offline
3070,Sitaram Scholars Program 3070,Sitaram Jindal Foundation,Merit,Undergraduate,65,500000,50000,Delhi,2026-06-21,Online
3071,Aditya Scholars Program 3071,Aditya Birla Group,Need-Based,PhD,89,500000,200000,Delhi,2026-11-20,Online/Offline
3072,Sitaram Scholars Program 3072,Sitaram Jindal Foundation,Need-Based,Undergraduate,87,250000,200000,Rajasthan,2026-11-04,Online/Offline
3073,Bharti Scholars Program 3073,Bharti Foundation,Merit,PhD,72,300000,150000,Tamil Nadu,2026-07-09,Online/Offline
3074,Tata Scholars Program 3074,Tata Capital,Merit,Undergraduate,81,250000,150000,Delhi,2026-06-07,Online/Offline
3075,HDFC Scholars Program 3075,HDFC Bank,Merit + Need,Postgraduate,61,200000,10000,Rajasthan,2026-08-21,Online
3076,Sitaram Scholars Program 3076,Sitaram Jindal Foundation,Merit,Postgraduate,90,200000,10000,Gujarat,2026-05-09,Online
3077,Sitaram Scholars Program 3077,Sitaram Jindal Foundation,Category-Based,Postgraduate,59,200000,25000,Maharashtra,2026-10-10,Online/Offline
3078,Bharti Scholars Program 3078,Bharti Foundation,Merit + Need,School,90,250000,50000,Tamil Nadu,2026-11-20,Online/Offline
3079,Reliance Scholars Program 3079,Reliance Foundation,Merit,Undergraduate,50,200000,200000,Gujarat,2026-12-09,Online
3080,Sitaram Scholars Program 3080,Sitaram Jindal Foundation,Merit + Need,School,76,250000,75000,Gujarat,2026-06-19,Online/Offline
3081,Ministry Scholars Program 3081,Ministry of Education,Merit,PhD,67,800000,50000,Delhi,2026-05-10,Online/Offline
3082,ONGC Scholars Program 3082,ONGC Foundation,Category-Based,Postgraduate,75,250000,150000,Tamil Nadu,2026-09-09,Online
3083,Reliance Scholars Program 3083,Reliance Foundation,Merit + Need,Postgraduate,78,800000,200000,Madhya Pradesh,2026-10-09,Online/Offline
3084,Infosys Scholars Program 3084,Infosys Foundation,Category-Based,Undergraduate,61,300000,150000,Delhi,2026-06-21,Online/Offline
3085,Bharti Scholars Program 3085,Bharti Foundation,Merit,Postgraduate,60,250000,100000,Uttar Pradesh,2026-12-09,Online/Offline
3086,Aditya Scholars Program 3086,Aditya Birla Group,Merit + Need,PhD,58,250000,200000,Madhya Pradesh,2026-05-23,Online/Offline
3087,ONGC Scholars Program 3087,ONGC Foundation,Category-Based,Postgraduate,73,300000,10000,Uttar Pradesh,2026-07-24,Online/Offline
3088,Ministry Scholars Program 3088,Ministry of Education,Merit + Need,School,62,300000,75000,Uttar Pradesh,2026-09-13,Online/Offline
3089,Ministry Scholars Program 3089,Ministry of Education,Merit + Need,School,67,250000,100000,Rajasthan,2026-05-19,Online/Offline
3090,Tata Scholars Program 3090,Tata Capital,Need-Based,School,64,300000,75000,Uttar Pradesh,2026-08-10,Online
3091,Aditya Scholars Program 3091,Aditya Birla Group,Need-Based,PhD,76,250000,75000,Rajasthan,2026-05-28,Online
3092,LIC Scholars Program 3092,LIC India,Need-Based,School,63,800000,100000,Uttar Pradesh,2026-06-16,Online
3093,HDFC Scholars Program 3093,HDFC Bank,Category-Based,Undergraduate,56,500000,75000,Karnataka,2026-05-29,Online/Offline
3094,HDFC Scholars Program 3094,HDFC Bank,Category-Based,PhD,74,300000,10000,Tamil Nadu,2026-10-04,Online/Offline
3095,Tata Scholars Program 3095,Tata Capital,Category-Based,PhD,76,200000,25000,Karnataka,2026-12-09,Online
3096,ONGC Scholars Program 3096,ONGC Foundation,Category-Based,Postgraduate,73,800000,100000,Madhya Pradesh,2026-11-21,Online/Offline
3097,LIC Scholars Program 3097,LIC India,Merit + Need,PhD,53,300000,50000,Maharashtra,2026-12-14,Online
3098,Ministry Scholars Program 3098,Ministry of Education,Merit,Undergraduate,69,800000,50000,Delhi,2026-06-22,Online
3099,Ministry Scholars Program 3099,Ministry of Education,Need-Based,School,67,300000,200000,Maharashtra,2026-09-11,Online/Offline
3100,Infosys Scholars Program 3100,Infosys Foundation,Category-Based,School,65,300000,100000,Uttar Pradesh,2026-08-19,Online
3101,Bharti Scholars Program 3101,Bharti Foundation,Merit,School,66,500000,25000,Madhya Pradesh,2026-05-14,Online/Offline
3102,Reliance Scholars Program 3102,Reliance Foundation,Merit + Need,PhD,89,800000,75000,Rajasthan,2026-05-16,Online
3103,Aditya Scholars Program 3103,Aditya Birla Group,Merit,School,61,500000,25000,Gujarat,2026-06-27,Online
3104,Sitaram Scholars Program 3104,Sitaram Jindal Foundation,Category-Based,Undergraduate,82,250000,50000,Madhya Pradesh,2026-12-30,Online/Offline
3105,Bharti Scholars Program 3105,Bharti Foundation,Need-Based,Postgraduate,87,300000,75000,Rajasthan,2026-10-04,Online/Offline
3106,Aditya Scholars Program 3106,Aditya Birla Group,Merit,Postgraduate,68,500000,100000,Rajasthan,2026-10-05,Online
3107,HDFC Scholars Program 3107,HDFC Bank,Merit,Undergraduate,73,300000,10000,Karnataka,2026-10-20,Online
3108,Sitaram Scholars Program 3108,Sitaram Jindal Foundation,Need-Based,PhD,52,200000,200000,Delhi,2026-07-10,Online
3109,Ministry Scholars Program 3109,Ministry of Education,Merit,Postgraduate,75,500000,200000,Delhi,2026-08-12,Online
3110,HDFC Scholars Program 3110,HDFC Bank,Category-Based,School,78,300000,100000,Rajasthan,2026-10-31,Online
3111,Bharti Scholars Program 3111,Bharti Foundation,Merit,School,62,300000,10000,Gujarat,2026-11-30,Online
3112,Reliance Scholars Program 3112,Reliance Foundation,Merit,Postgraduate,72,800000,75000,Tamil Nadu,2026-10-19,Online/Offline
3113,Bharti Scholars Program 3113,Bharti Foundation,Merit + Need,Postgraduate,76,200000,50000,Tamil Nadu,2026-10-07,Online
3114,ONGC Scholars Program 3114,ONGC Foundation,Need-Based,Undergraduate,85,250000,25000,Karnataka,2026-08-25,Online/Offline
3115,Reliance Scholars Program 3115,Reliance Foundation,Merit,Postgraduate,68,250000,10000,Delhi,2026-11-02,Online/Offline
3116,Ministry Scholars Program 3116,Ministry of Education,Category-Based,Undergraduate,74,250000,25000,Delhi,2026-08-07,Online/Offline
3117,Infosys Scholars Program 3117,Infosys Foundation,Merit,School,53,800000,25000,Karnataka,2026-06-11,Online/Offline
